Sonstiges; Analyse und Berichterstattung relevanter E-Commerce-KPIs zur Identifizierung von Wachstumspotenzialen und zur Entwicklung strategischer Maßnahmenpläne auf Segments-/Produktserien-/Vertriebspartner-Ebene 
Sonstiges; Analyse und Optimierung der Software-Performance auf diversen Drohnenplattformen 
Sonstiges; Analyse von Anforderungen sowie deren Ausarbeitung in schätzbare Items 
Sonstiges; Analyse von Anforderungen unserer Kunden und Design passender Lösungen 
Sonstiges; Analyse von Software- und Systemanforderungen (inklusive Safety) 
Sonstiges; Analyse, Konzeption sowie Programmierung von Software-Produkten in SAP Anwendungsentwicklung oder in objektorientierten Hochsprachen (C#, Java, C++) 
Sonstiges; Analytische Fähigkeiten, hohes Abstraktionsvermöge
Sonstiges; Analytisches Denkvermögen, hohe Problemlösungskompetenz sowie ausgeprägte Kommunikationsstärke
Sonstiges; Analytisches Erfassen von Geschäftsprozessen und Umsetzung in strukturierte Softwarefunktionen 
Sonstiges; Anbindung an Cloud-Systeme über MQTT / OPC-UA 
Sonstiges; Anbindung von Steuerungssoftware für automatisierte Lagertechnik und mobile Roboter-Systeme 
Sonstiges; Anforderungsanalyse und Erstellung von Spezifikationen der Software 
Sonstiges; Anforderungsanalyse vom Softwaresystem bis zur Umsetzung von Kundenanforderungen 
Sonstiges; Anhand der Informationen der bestehenden E-Commerce Kanälen von Festool leiten Sie datengetriebene Maßnahmen und Entscheidungen für den internationalen Rollout ab und setzen diese gemeinsam im Team um 
Sonstiges; Anwender können mit dem von der SAP bereitgestellten Software Development Kit Applikationen individuell für einen Kunden oder für mehrere Kunden bauen und diese über den SAP-Store bereitstellen
Sonstiges; Anwendungsentwicklung für Linux und Windows (C / C++, PHP) 
Sonstiges; Arbeit mit Systemen für Software-Versionierung und kontinuierlicher Integration (CI) 
Sonstiges; Auch beim Design, der Implementierung und dem Test angrenzender Produkte, wie z.B. unserem Kundenportal “arburgXworld” sind Ihre Kenntnisse und Fähigkeiten gefragt
Sonstiges; Auch in Europa, etwa in Deutschland, der Schweiz und Österreich, bietet das Unternehmen seine Dienstleistungen an
Sonstiges; Auch mal was ausprobieren: Aufbau, Konfiguration und Wartung von Cloud Komponenten 
Sonstiges; Aufbau eines maximalen Automatisierungsgrads zum Betrieb von Anwendungen in der Amazon Cloud unter Verwendung von Infrastructure-as-Code (z. B. AWS CDK/Terraform) 
Sonstiges; Aufgeschlossene Persönlichkeit sowie selbständige und lösungsorientierte Arbeitsweise
Sonstiges; Ausbildung: abgeschlossenes Studium der Informatik / Software Engineering oder eine vergleichbare Qualifikation. 
Sonstiges; Ausbildung: abgeschlossenes Studium in den Fachrichtungen Informatik, Software Engineering abgeschlossen oder eine vergleichbare Qualifikation
Sonstiges; Ausbildung: abgeschlossenes Studium in den Fachrichtungen Informatik, Software-Engineering oder vergleichbar
Sonstiges; Ausbildung: erfolgreich abgeschlossenes Studium der Fachrichtung (Wirtschafts-)Informatik, Wirtschaftsingenieurwesen oder vergleichbar, idealerweise mit einem Bezug zu Cloud-Computing/Datenplattformen
Sonstiges; Ausgeprägte Affinität zu eCommerce Trends und Technologien, analytische Fähigkeiten sowie Teamgeist in Verbindung mit einer hohen Ergebnisorientierung runden Ihr Profil ab.
Sonstiges; Ausgestaltung der technologischen Roadmap einer nachhaltigen Software-Architektur 
Sonstiges; Auslegung und Implementierung von Drehzahl- und Drehmoment-Regelkreisen 
Sonstiges; Austausch von Hardware, Update der Software 
Sonstiges; Außerdem arbeiten Sie eng mit den System- und Software-Architekten zusammen, um eine effektive Integration von Tests zu gewährleisten. 
Sonstiges; Bachelor- bzw. Diplom-/Masterabschluss Fachrichtung Bet
Sonstiges; Basic understanding of cloud platforms, containerization, and distributed systems 
Sonstiges; Bearbeitung von Kundenanfragen per E-Mail, Telefon und Chat
Sonstiges; Begeisterung für die Softwareentwicklung und Freude an abwechslungsreichen Aufgabengebieten
Sonstiges; Begleitung des Echtstart der abgeschlossene
Sonstiges; Begleitung von Software-Entwicklungsprozessen von der Anforderungsanalyse über Architektur und Design bis hin zur Implementierung sowie dem Testen von Softwarekomponenten 
Sonstiges; Beratung bzgl. Intrexx in der Cloud für große Kunden und Partner. 
Sonstiges; Beratung der für den optimalen Einsatz des Systems 
Sonstiges; Beratung unserer internen Kundenteams sowie gemeinsame Suche nach Lösungen für komplexe Herausforderungen
Sonstiges; Bereits während der Entwicklung treffen Sie alle Vorkehrungen um die Softwareapplikation gesichert produktiv setzen zu können und eine einfache Betreuung im laufenden Betrieb zu ermöglichen. 
Sonstiges; Bereitstellung von Ad-hoc-Analysen mit Erkenntnissen und Empfehlungen zur Verbesserung unserer Kampagnen, on-site Performance und der Effektivität der Online-Erfahrung, um die Leistung des eCommerce-Geschäfts zu steigern 
Sonstiges; Berufseinsteiger mit Leidenschaft für Softwareentwicklung im industriellen Umfeld oder Young Professionals mit Erfahrung in Softwareprodukten für komplexe Instrumente
Sonstiges; Berufserfahrung im Bereich des manuellen und automatisierten Softwaretestens 
Sonstiges; Bestmögliche Platzierung von Produkten im Onlineshop 
Sonstiges; Betreuung und Mitgestaltung des gesamten Software-Lifecycles 
Sonstiges; Betreuung von Softwareprodukten im Rahmen der IT-Sicherheit 
Sonstiges; Business One hat eine eigene GUI-Technik, ist plattformgebunden und läuft derzeit nur unter Microsoft Windows
Sonstiges; By monitoring, analyzing and reporting relevant e-Commerce KPIs, you can derive appropriate, strategic measures per segment/product series/channel partner and identify growth potential 
Sonstiges; Changemanagement und Support in bestehenden Softwareprojekten
Sonstiges; Clean Code und Software-Craftsmanship sind keine Fremdworte für Dich 
Sonstiges; Crealogix hat Firmensitze in der Schweiz (Zürich, Bubikon), in Deutschland (Stuttgart, Jever, Coburg), in Grossbritannien (Winchester), in Riad, Singapur und in Barcelona
Sonstiges; Da die FinanzIT der Sparkassenfinanzgruppe gehörte, sollte so unter anderem die Marktposition der Sparkassen gestärkt werden
Sonstiges; Dabei arbeiten Sie mit modernster Software rund um Java EE und gestalten aktiv das bestehende IT-System mit, das auf einer Mehrschicht-Architektur basiert. 
Sonstiges; Dabei arbeitest du nach Kundenwunsch und gibst dein Bestes, die Anforderungen unserer Kunden in der Software umzusetzen 
Sonstiges; Dabei bist du für die Installation, das Upgrade und Patchen von Applikationen im Java und Windows Umfeld, als auch für die Weiterentwicklung und Implementation von neuen Technologien (Infastructure as a code, H
Sonstiges; Dabei decken Sie den kompletten Softwareentwicklungsprozess von der Analyse und Konzeption über die Umsetzung bis zur Produktivsetzung ab 
Sonstiges; Dabei erstellen Sie Softwarearchitektur und -design und sind für die Implementierung und Testung dieser zuständig 
Sonstiges; Dabei helfen dir deine Kenntnisse in der Verwaltung von Software-Projekten (z.B. Git, Maven, Gradle) und in der testgetriebenen Entwicklung
Sonstiges; Dabei leistest Du einen wichtigen Beitrag bei der Backend-bzw. Frontend-Entwicklung unserer Softwarelösungen 
Sonstiges; Dabei sind Sie auch für die strukturierte/objektorientierte Software-Entwicklung in C/C++ verantwortlich 
Sonstiges; Dabei verantwortest du die Softwareschnittstellen von unserer neuesten Generation der Off Road Robotics Steuergeräte 
Sonstiges; Damit ist es als kaufmännische und logistische Software für viele unterschiedliche Unternehmen und Branchen geeignet
Sonstiges; Daneben werden nach wie vor Dienstleistungen im Bankenumfeld erbracht
Sonstiges; Darüber hinaus arbeiten Sie in einem internationalen Entwicklerteam und unterstützen weltweite Softwareteams (interne, wie externe Mitarbeiter). 
Sonstiges; Darüber hinaus besitzen Sie Know-how in den Abläufen und Tools der Softwareentwicklung (z. B. Application Life Cycle Management, Jenkins, Azure DevOps Services oder Git)
Sonstiges; Darüber hinaus bietet das Unternehmen auch verschiedene Dienstleistungen in den Bereichen Outsourcing, Beratung, Wartung und Support
Sonstiges; Darüber hinaus erstellen Sie die zugehörigen Software-Dokumentation
Sonstiges; Darüber hinaus haben Sie Verantwortung für den Betrieb, die Optimierung, Absicherung und strategische Weiterentwicklung des Web und Az
Sonstiges; Darüber hinaus handelt es sich bei SAP um das mit Abstand wertvollste börsennotierte deutsche Unternehmen
Sonstiges; Darüber hinaus übernehmen Sie die Ausarbeitung und das Testing der Software. 
Sonstiges; Darüber hinaus wirken Sie bei der Konzeption und Umsetzung der Softwarearchitektur mit und übernehmen die Anbindung von Datenbanken und die Erstellung von Berechnungsregeln für KPIs, insbesondere OEE. 
Sonstiges; Das Segment IT-Services beinhaltet IT-, Strategie- und Managementberatung sowie individuelle Softwareentwicklungs-Projekte
Sonstiges; Das Unternehmen ist auch in Österreich, den Niederlanden, Frankreich, Belgien, Italien und der Schweiz tätig
Sonstiges; Das Unternehmen mit Hauptsitz in Augsburg fungiert als Holding und steuert und koordiniert drei operative Geschäftseinheiten
Sonstiges; Das Unternehmen unterhält zwei Hauptstandorte in Karlsruhe und Münster sowie Niederlassungen in München, Frankfurt am Main und Berlin Satzungssitz ist Frankfurt am Main
Sonstiges; Debugging und Fehlerbeseitigung in Software von bestehenden Systemen 
Sonstiges; Definierung von Hardwareanforderungen für bestehende Softwarelösung im Bereich Embedded Systems 
Sonstiges; Dein abgeschlossenes Studium in Informatik, Wirtschaftsinformatik oder einem anderen MINT-Fach hat dich neugierig auf die Softwareentwicklung gemacht? 
Sonstiges;So kannst du bei uns umfangreiche E-Commerce-Skills erwerben und zum echten Amazon-Profi werden. 
Sonstiges; Deine Arbeit dokumentierst du selbstständig und legst Wert auf gute Softwarearchitektur 
Sonstiges; Deine Rolle ist es, gemeinsam mit deinen die Verfügbarkeit und Qualität der Software sicher zu stellen 
Sonstiges; Deine Soft Skills: analytisches Denkvermögen, Anpassungs- und Teamfähigkeit, ein sicheres Auftreten und lösungsorientiertes Handeln sind für dich selbstverständlich
Sonstiges; Deine umfassenden Kenntnisse in Java und Kubernetes (OpenShift) hast Du in agilen Softwareentwicklungsprojekten erworben und bereits erste Erfahrungen mit Test Driven Development gesammelt
Sonstiges; Der Schwerpunkt der Unternehmenstätigkeit liegt in den Bereichen Mobile, Sicherheit und Vermögensberatung
Sonstiges; Des Weiteren arbeiten Sie an Softwareprojekten, die einen Bezug zur funktionalen Sicherheit haben. 
Sonstiges; Des Weiteren sind Sie für die Erstellung von Projekt- und Produktsoftware zuständig. 
Sonstiges; Deshalb suchen wir Dich, jemanden mit Herzblut und Spaß an der Softwareentwicklung für spannende Aufgaben in unserem motivierten Team aus erfahrenen und jungen Mitarbeitern. 
Sonstiges; Design und Entwicklung von objektorientierter und performanter Software in Zusammenarbeit mit erfahrenen aus dem Team 
Sonstiges; Design und Konzeption neuer Systeme, sowie Analyse und Erweiterung vorhandener Systeme im Umfeld DevOps / Cloud 
Sonstiges; Designs and recommends online sales programs and defines short-/mid-/long-term online sales strategies together with the e-Commerce channel partner and internal sales force and stakeholders 
Sonstiges; Dich erwartet eine agile Softwareentwicklung in einem kollegialen Betriebsklima und grundsympathisches Team
Sonstiges; Die Aktien der Crealogix Holding (CLXN) werden an der SIX Swiss Exchange gehandelt
Sonstiges; Die anschließende Administration und Weiterentwicklung der Azure basierten Cloud-Systemlandschaft gehört zu Ihren Kernaufgaben 
Sonstiges; Die Anwendungen wurden von den Bereichen des Produktmanagements in Zusammenarbeit mit den Entwicklungseinheiten weiterentwickelt
Sonstiges; Die Eigenmarke Edited wird auch im stationären Handel angeboten
Sonstiges; Die Einführung des Systems kann daher grundsätzlich auch direkt durch den Kunden und ohne Berater erfolgen
Sonstiges; die Entwicklung neuer Funktionen und Komponenten im Backend und der Applikationssoftware für unsere Elektronenmikroskope 
Sonstiges; Die Entwicklung von Software und Arbeit mit elektronischer Hardware für elektrohydraulische Systeme 
Sonstiges; die erstellte Software in den Betrieb überführen, Akzeptanztests durchführen und den Support gewährleisten 
Sonstiges; die Konzeption, Spezifikation und das Design der Ansteuerung von komplexen Mikroskop-Komponenten in enger Kooperation mit unseren Software- und Firmware-Entwicklungsteams sowie unseren externen Partnern 
Sonstiges; Die notwendigen Hardwareressourcen wurden von Demandware zur Verfügung gestellt, sodass sich Kunden lediglich mit Weiterentwicklung und Anpassung ihres Shops beschäftigen mussten
Sonstiges; Die Produkte und Dienstleistungen von Salesforce sind mandantenfähig
Sonstiges; Die Produkte von Salesforce sollen Unternehmen außerdem helfen, Mitarbeiter, Kunden und Produkte zu vernetzen
Sonstiges; Die Registrierung erfordert eine Kreditkarte oder eine Bankverbindung
Sonstiges; Die Softwareentwicklung mit den Open Source Technologien z.B. Eclipse, LLVM zählt zu Deinen Aufgaben 
Sonstiges; Die Standorte bestanden zunächst fort, ebenso oblag die Weiterentwicklung und Betreuung nach wie vor den gleichen Teams
Sonstiges; die Tätigkeit umfasst alle Phasen des Software Engineerings von der Anforderungsanalyse über die Implementierung bis hin zum Testmanagement mit dem Ziel, effiziente, performante und moderne Software-Lösungen in der Steuerberatung aufzubauen 
Sonstiges; Die Unternehmensgruppe besteht aus vier Segmenten: Kreditplattform, Privatkunden, Immobilienplattform und Versicherungsplattform
Sonstiges; Die Use-Case getriebene Entwicklung cloud-basierter Anwendungen für die Instandhaltung und anderer Bereiche der Fertigung sind Teil Ihres Aufgabenbereiches 
Sonstiges; Die zahlreichen Analysewerkzeuge werden ergänzt durch Services von Drittanbietern
Sonstiges; Dokumentation der zu verantwortenden Software-Komponenten 
Sonstiges; Dort können SAP-Anwender Problemmeldungen an SAP schicken und weiterverfolgen, sowie von dort Dokumentation, Installationsmedien, Programmkorrekturen, vertikale Lösungen und Schulungen beziehen
Sonstiges; Du administrierst und verfolgen die EDI-Services sowohl in der Cloud als auch im internen Rechenzentrum. 
Sonstiges; Du arbeitest in einem agile Scrum-Team und entwickelst Lösungen sowie Dokumentationen in diesem Bereich. 
Sonstiges; Du begeisterst Dich für Cloud-Themen und hast Spaß an der Arbeit in agilen Teams
Sonstiges; Du begeisterst Dich für die Softwareentwicklung und hast Spaß daran, Deine Programmierkenntnisse weiterzuentwickeln und mit neuen Technologien zu arbeiten 
Sonstiges; Du begeisterst dich für E-Commerce Themen und hast Lust, das Unternehmen aktiv mitzugestalten und weiterzuentwickeln 
Sonstiges; Du begleitest anstehende Software Releases von der Testplanung und -vorbereitung, über Testdurchführung bis hin zum Reporting und Abnahme des Releases 
Sonstiges; Du begleitest eigenverantwortlich oder auch gemeinschaftlich die Softwareentwicklung und agierst dabei an der Schnittstelle zum Kunden. 
Sonstiges; Du behältst den Überblick: Deine Büroorganisation stellt einen reibungslosen Tagesablauf sicher, indem Du ein proaktives E-Mail-, Kalender- und Reise-Management betreibst. 
Sonstiges; Du bekommst eine umfassende Einarbeitung und entwickelst mit an neuen und bestehenden Software-Lösungen in den Bereichen Automotive oder Logistik 
Sonstiges; Du berätst und unterstützt unsere Kunden bei der Nutzung der Software 
Sonstiges; Du besitzt die Fähigkeit analytisch zu denken, komplexe Zusammenhänge zu erkennen und durch neue Ansätze Lösungen zu initiieren
Sonstiges; Du bist für die selbständige Analyse von Anforderungen und Implementierung von Funktionen mit klassischen und/ oder agilen Softwareentwicklungsmethoden verantwortlich
Sonstiges; Du bist operativ beratend oder leitend in Green IT-Projekten für Rechenzentren und Cloud Computing Themen unterwegs. 
Sonstiges; Du bist verantwortlich für die Konzeption und Entwicklung von Softwareanwendungen, unter anderem in C# .NET 
Sonstiges; Du bist zuständig für die Architekturerstellung und Dokumentation von Software 
Sonstiges; Du brennst für unsere technisch anspruchsvollen Lösungen und hast den Blick für das große Ganze.
Sonstiges; Du bringst Dich in Konzeption, Entwurf und in der qualifizierten Dokumentation von IT-Lösungen mit ein
Sonstiges; Du bringst einschlägige Berufserfahrung in der Entwicklung und Implementierung von SharePoint-Lösungen
Sonstiges; Du bringst Erfahrung in der Entwicklung, Architektur und im Design von Front- und Backend-Software mit 
Sonstiges; Du bringst erste Erfahrung in der Softwareentwicklung für mobile Roboter mit (z. B. als Softwareingeneur
Sonstiges; Du bringst gute Erfahrung in der Cloud-Technologien (Kafka & API) mit
Sonstiges; Du definierst die Integrationsstrategie und planst die Integrationsschritte für Software-Releases. 
Sonstiges; Du denkst Softwareentwicklung ganzheitlich: Architektur, Implementierung, Tests und Dokumentation sind für Dich integrale Bestandteile Deiner Arbeit.
Sonstiges; Du designst, entwickelst und implementierst Software-Komponenten für die Neuentwicklung eines unserer Krankenkassensysteme 
Sonstiges; Du entwickelst Konzepte zur Messung des Energieverbrauchs und der Energieeffizienz in Rechenzentren und in der Cloud. 
Sonstiges; Du entwickelst leidenschaftlich gerne Software, verlierst dabei aber nicht die zugrunde liegenden Geschäftsprozesse aus dem Auge 
Sonstiges; Du entwickelst Schnittstellen zwischen den Kernsystemen und individuellen Anwendungen im Bereich EDI - electronic data interchange. 
Sonstiges; Du entwickelst und optimierst innovative Individualsoftware-Lösungen nach Kundenanforderung in einem interdisziplinär arbeitenden Team 
Sonstiges; Du entwickelst Verfahren zur Verbesserung der Bildqualität und des Messergebnisses sowie zur Einmessung der Geräte und bindest diese in die Produktsoftware ein. 
Sonstiges; Du erarbeitest Testalgorithmen zur Durchführung von Softwaretests 
Sonstiges; Du erhältst einen intensiven Einblick in strategische Projekte des Bereichs Business Development / E-Commerce und arbeitest aktiv an der kanalspezifischen Produktvermarktung mit 
Sonstiges; Du erlebst die Entwicklung komplexer Software - von den Requirements mit Jira über die Automatisierung von Softwaretests mit Robot Framework bis hin zum Testmanagement mit Tools wie TestBench Enterprise. 
Sonstiges; Du ermöglichst eine einfache Ansteuerung von Hardwarekomponenten in einer intuitiv zu bedienenden Software. 
Sonstiges; Du findest Lösungen bei Störungen im Live-Betrieb und stellst sicher, dass unsere Kunden nicht von Ausfällen betroffen sind
Sonstiges; Du hältst Dich über Branchentrends und neue Technologien im Zusammenhang mit SharePoint und cloudbasierten Lösungen selbständig auf dem Laufenden 
Sonstiges; Du hast ein abgeschlossenes Studium in einem fachbezogenen Bereich (wie z.B. Wirtschaftsinformatik, Wirtschaftswissenschaften, E-Commerce)
Sonstiges; Du hast ein gutes Verständnis von IT-Infrastrukturen, Cloud-Plattformen, Virtualisierungstechnologien, Containerisierung und Anwendungsarchitekturen.
Sonstiges; Du hast Erfahrung in der Koordination, Durchführung und Weiterentwicklung von Softwaretestungen (ISTQB-Zertifizierung von Vorteil)
Sonstiges; Du hast Erfahrung mit objektorientierter Software Entwicklung und beherrscht mehrere gängige Programmiersprachen (Java, Python, Typescript, C# etc.) 
Sonstiges; Du hast Erfahrungen in den Bereichen Software Defined Network (z.B. neutron/OVN, Calico)
Sonstiges; Du hast Freude an agiler Entwicklung für Softwarelösungen von morgen 
Sonstiges; Du hast Freude an agiler Entwicklung für Softwarelösungen von morgen - Wir entwickeln Software, die dem Menschen dient. 
Sonstiges; Du hast praktische Erfahrung in der Programmierung mit Datenbanksprachen (z. B. SQL) und Datenbankoberflächen
Sonstiges; Du hast praktische Erfahrungen in der C++-Softwareentwicklung 
Sonstiges; Du hast Spaß und Interesse an technischen Innovationen, E-Commerce-Themen und an betriebswirtschaftlichen Zusammenhängen.
Sonstiges; Du hilfst internen Teams sowie Kunden bei der technischen Bewertung der einzusetzenden Technologien (IaaS, PaaS, SaaS, Azure Kubernetes Service, DevTest Labs, etc.) 
Sonstiges; Du kannst richtig was bewegen: Du bist im gesamten Spektrum der Softwareentwicklung involviert – vom Lösungsdesign über die Umsetzung bis zum Deployment. 
Sonstiges; Du kennst dich in einem der Cloud Architecture Frameworks gut aus bzw. betrachtest mehrere Ebenen bei der Lösungsfindung. 
Sonstiges; Du kommunizierst gut auf Deutsch – sowohl in E-Mails als auch persönlich und telefonisch
Sonstiges; Du konntest dir bereits Kenntnisse in der
Sonstiges; Du konzipierst eigenständig Cloud Architekturen zur Umsetzung von Data Lake und Data Analytics Projekten 
Sonstiges; Du kreierst als Teil unseres Entwicklerteams neue Apps 
Sonstiges; Du kümmerst Dich um die Administration und den Betrieb der MENTZ-Dienste in der AWS Cloud. 
Sonstiges; Du kümmerst dich um die Pflege unserer Datenbanken, erstellst Dokumentationen, führst Fehleranalysen durch und unterstützt die Fachbereiche bei Reports und Auswertungen aus Qlik Sense. 
Sonstiges; Du lernst das Zusammenfügen von einzelnen Komponenten zu einer komplexen Anwendung (Continuous Integration), mit besonderem Fokus auf die Steigerung der Softwarequalität.
Sonstiges; Du optimierst die bestehenden Module, Prozesse sowie den Bestandscode unseres ERP-Systems (SWINGpps) und übernimmst die Wartung der Anwendungen und Schnittstellen. 
Sonstiges; Du planst und entwickelst Softwarelösungen in unseren Kommissionier-Automaten für Materialflusssteuerung, Kommunikation mit ERP-Systemen und Interaktion mit Anwendern. 
Sonstiges; Du planst und verwaltest SharePoint-Migrationsprojekte in die Cloud-basierte SharePoint-Umgebung 
Sonstiges; Du schaust über den Tellerrand des Entwicklers hinaus und gestaltest gerne und aktiv mit. 
Sonstiges; Du setzt anspruchsvolle Erweiterungen an bestehender Software um 
Sonstiges; Du setzt komplexe Anforderungen an die Software innerhalb eines agilen Teams um 
Sonstiges; Du studierst aktuell Online-Marketing, E-Commerce, Betriebswirtschaftslehre, Geisteswissenschaften, Medienwissenschaften oder einen ähnlichen Studiengang
Sonstiges; Du studierst in einem der folgenden Studienschwerpunkte: E-Commerce, Digitale Medien, Medieninformatik, Medien- und Wirtschaftswissenschaften, BWL 
Sonstiges; Du tauchst tief in unsere spannende Welt des E-Commerce ein und erhältst Einblicke ins Shopmanagement, E-Mail-Marketing und andere Bereiche. 
Sonstiges; Du treibst Software-Architekturentscheidungen von der Idee bis zur Implementierung und Integration auf der Zielhardware voran 
Sonstiges; Du übernimmst die Entwicklung von Firmware, Bootloadern und Plattformsoftware 
Sonstiges; Du übernimmst die praktische Umsetzung von Erweiterungs- und Anpassungsaufträgen in verschiedenen Anwendungen (Softwareentwicklung) und arbeitest in Projekten mit.
Sonstiges; Du übernimmst Verantwortung bei der Neu- und Weiterentwicklung unserer Software für den mobilen Bereich 
Sonstiges; Du übernimmst Verantwortung für die Prozesse der Qualitätssicherung sowie für das Testing und die Abnahme der Software 
Sonstiges; Du übernimmst Verantwortung für die softwaretechnische Umsetzung bzgl. Lesbarkeit, Wartbarkeit, Erweiterbarkeit und Testbarkeit Deiner Lösungen. 
Sonstiges; Du übersetzt konzeptionelle in physische Datenmodelle auf Basis einer modernen Microsoft Azure Cloud Architektur.
Sonstiges; Du unterstützt administrativ unseren eCommerce Key Account Manager 
Sonstiges; Du unterstützt bei der Entwicklung unserer E-Com Artikel von der ersten Idee bis hin zur Auslieferung am POS
Sonstiges; Du unterstützt bei der strategischen Weiterentwicklung und Umsetzung von Aktivitäten im Bereich eCommerce Key Account Management 
Sonstiges; Du unterstützt beim Aufbau von DevOps-Lösungen. 
Sonstiges; Du unterstützt die Konzeption, Datenmodellierung, Implementierung und Qualitätssicherung unserer Data Warehouse Lösungen
Sonstiges; Du unterstützt im DevOps-Ansatz den gesamten Entwicklungsprozess vom Requirement Engineering über das Designen, Entwickeln und Testen der Software bis hin zur Einsatzvorbereitung und -durchführung. o Erfahrung
Sonstiges; Du unterstützt in Projekten bei der Implementierung von neuen Services auf Basis von IaaS und mit PaaS 
Sonstiges; Du verfügst mehrjährige Berufserfahrung im E-Commerce sowie im Prozess- oder Projektmanagement.
